Number	text_title	text_author	text_year	Left_Context	Keyword	Right_Context	tagA
   223911	Über naive und sentimentalische Dichtung	Friedrich Schiller	1795	s zur hoͤchsten	Illusion	treiben , so	Illusion
   227341	Dero Käyserlichen Freyen vnd des Heiligen Römischen Reiches Stadt Lübeck/ ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSESTATUTA und Stadt-Recht	Unknown	1657	n dieser Stadt	Jurisdiction	ist an Erbe	Jurisdiktion
   228683	BErg-Ordnung [...]	Sebastian Span/ August Kurf#252;rst zu Sachsen	1673	s auch aller	Confiscation	, so sich	Konfiskation
   231013	ORDNUNG DES Hoch-Fürstlichen Gülich- und Bergischen Hoffgerichts zu Düsseldorff [...]	Johann Wilhelm, Pfaltzgraf bey Rhein etc.	1695	mit gnugsahmer	Specification	und unterscheidliche	Spezifikation
   231376	ORDNUNG DES Hoch-Fürstlichen Gülich- und Bergischen Hoffgerichts zu Düsseldorff [...]	Johann Wilhelm, Pfaltzgraf bey Rhein etc.	1695	 Klaͤger die	Execution	der Ladung alsb	Exekution
   231649	ORDNUNG DES Hoch-Fürstlichen Gülich- und Bergischen Hoffgerichts zu Düsseldorff [...]	Johann Wilhelm, Pfaltzgraf bey Rhein etc.	1695	 erkenten	Immission	erscheinen wu	Immission
   231730	ORDNUNG DES Hoch-Fürstlichen Gülich- und Bergischen Hoffgerichts zu Düsseldorff [...]	Johann Wilhelm, Pfaltzgraf bey Rhein etc.	1695	h beschehener	reproduction	der erkenter	Reproduktion
   231733	ORDNUNG DES Hoch-Fürstlichen Gülich- und Bergischen Hoffgerichts zu Düsseldorff [...]	Johann Wilhelm, Pfaltzgraf bey Rhein etc.	1695	n der erkenter	Immißion	nicht erscheinen	Immißion
   231749	ORDNUNG DES Hoch-Fürstlichen Gülich- und Bergischen Hoffgerichts zu Düsseldorff [...]	Johann Wilhelm, Pfaltzgraf bey Rhein etc.	1695	h Jahrs umb die	Possession	des streitigen	Possession
   231765	ORDNUNG DES Hoch-Fürstlichen Gülich- und Bergischen Hoffgerichts zu Düsseldorff [...]	Johann Wilhelm, Pfaltzgraf bey Rhein etc.	1695	 bey dessen	Possession	und Gebrauch	Possession
   231816	ORDNUNG DES Hoch-Fürstlichen Gülich- und Bergischen Hoffgerichts zu Düsseldorff [...]	Johann Wilhelm, Pfaltzgraf bey Rhein etc.	1695	oͤsten und	Caution	, wie oben 	Kaution
   231911	ORDNUNG DES Hoch-Fürstlichen Gülich- und Bergischen Hoffgerichts zu Düsseldorff [...]	Johann Wilhelm, Pfaltzgraf bey Rhein etc.	1695	 darauff die	Execution	nach Betrag	Exekution
   232098	ORDNUNG DES Hoch-Fürstlichen Gülich- und Bergischen Hoffgerichts zu Düsseldorff [...]	Johann Wilhelm, Pfaltzgraf bey Rhein etc.	1695	aß die erste	Citation	ad totam causam	Zitation
   232115	ORDNUNG DES Hoch-Fürstlichen Gülich- und Bergischen Hoffgerichts zu Düsseldorff [...]	Johann Wilhelm, Pfaltzgraf bey Rhein etc.	1695	  biß die	Execution	richtig  zu	Exekution
   232216	ORDNUNG DES Hoch-Fürstlichen Gülich- und Bergischen Hoffgerichts zu Düsseldorff [...]	Johann Wilhelm, Pfaltzgraf bey Rhein etc.	1695	mmen und die	Conclusion	zu rescindiren	Conclusion
   232288	ORDNUNG DES Hoch-Fürstlichen Gülich- und Bergischen Hoffgerichts zu Düsseldorff [...]	Johann Wilhelm, Pfaltzgraf bey Rhein etc.	1695	  und die	Citation	gefallen seyn	Zitation
   232348	ORDNUNG DES Hoch-Fürstlichen Gülich- und Bergischen Hoffgerichts zu Düsseldorff [...]	Johann Wilhelm, Pfaltzgraf bey Rhein etc.	1695	n Ladung  die	Appellation	zu prosequiren	Appellation
   232358	ORDNUNG DES Hoch-Fürstlichen Gülich- und Bergischen Hoffgerichts zu Düsseldorff [...]	Johann Wilhelm, Pfaltzgraf bey Rhein etc.	1695	außgangener	Citation	absolviren z	Zitation
   232399	ORDNUNG DES Hoch-Fürstlichen Gülich- und Bergischen Hoffgerichts zu Düsseldorff [...]	Johann Wilhelm, Pfaltzgraf bey Rhein etc.	1695	r sich der	Appellation	behelffen wolte	Appellation
   232542	ORDNUNG DES Hoch-Fürstlichen Gülich- und Bergischen Hoffgerichts zu Düsseldorff [...]	Johann Wilhelm, Pfaltzgraf bey Rhein etc.	1695	n  auff die	Immission	ex primo AMPERS	Immission
   232616	ORDNUNG DES Hoch-Fürstlichen Gülich- und Bergischen Hoffgerichts zu Düsseldorff [...]	Johann Wilhelm, Pfaltzgraf bey Rhein etc.	1695	auff die erste	Citation	und Rescriptum	Zitation
   232660	ORDNUNG DES Hoch-Fürstlichen Gülich- und Bergischen Hoffgerichts zu Düsseldorff [...]	Johann Wilhelm, Pfaltzgraf bey Rhein etc.	1695	ͤndung der	Jurisdiction	zu beweisen	Jurisdiktion
   232917	ORDNUNG DES Hoch-Fürstlichen Gülich- und Bergischen Hoffgerichts zu Düsseldorff [...]	Johann Wilhelm, Pfaltzgraf bey Rhein etc.	1695	Titulus XX . Von	Execution	der außgesprochener	Exekution
   233097	ORDNUNG DES Hoch-Fürstlichen Gülich- und Bergischen Hoffgerichts zu Düsseldorff [...]	Johann Wilhelm, Pfaltzgraf bey Rhein etc.	1695	uffen  und	reproduction	der voriger Exec	Reproduktion
   233245	ORDNUNG DES Hoch-Fürstlichen Gülich- und Bergischen Hoffgerichts zu Düsseldorff [...]	Johann Wilhelm, Pfaltzgraf bey Rhein etc.	1695	ur wuͤrcklicher	Execution	an Ihre Fuͤrstl.	Exekution
   237531	Neue Berg-Ordnung Des Eißlebisch- und Mansfeldischen Bergwercks	Unknown	1674	er des Geldes	restitution	nicht erfolget	Restitution
   238871	Deß Raths zu Dreszden Ordnung [...]	Unknown	1680	gener fleissiger	communication	mit hoͤchstgedachte	Kommunikation
   239016	Deß Raths zu Dreszden Ordnung [...]	Unknown	1680	isch gnaͤdigsten	confirmation	, was hierinne	Konfirmation
   239031	Deß Raths zu Dreszden Ordnung [...]	Unknown	1680	s Standes und	Condition	binden und du	Kondition
   239056	Deß Raths zu Dreszden Ordnung [...]	Unknown	1680	lhier  zur	execution	gebracht werden	Exekution
   239591	Deß Raths zu Dreszden Ordnung [...]	Unknown	1680	ißfals zur	præservation	noͤthig  flei	praeservation
   239919	Deß Raths zu Dreszden Ordnung [...]	Unknown	1680	verspuͤhrter	contravention	zu Einbringung	contravention
   241261	Kurtze INFORMATION. Wegen deß an Seiten ChurPfaltz vnbefuegter weiß prAMPERSAND#230;tendirten Rechts der Wildtfäng/ vnd was deme anhängig.	Unknown	1657	ayer die gewisse	Information	erlangt  da	Information
   242135	Kurtze INFORMATION. Wegen deß an Seiten ChurPfaltz vnbefuegter weiß prAMPERSAND#230;tendirten Rechts der Wildtfäng/ vnd was deme anhängig.	Unknown	1657	n Kayserlicher	Concession-	vnnd Inuestituren	Konzession
   242183	Kurtze INFORMATION. Wegen deß an Seiten ChurPfaltz vnbefuegter weiß prAMPERSAND#230;tendirten Rechts der Wildtfäng/ vnd was deme anhängig.	Unknown	1657	vnd Kays.	Immission	in die gantze	Immission
   242322	Kurtze INFORMATION. Wegen deß an Seiten ChurPfaltz vnbefuegter weiß prAMPERSAND#230;tendirten Rechts der Wildtfäng/ vnd was deme anhängig.	Unknown	1657	 Kayserliche	Immission	restituirt wo	Immission
   242414	Kurtze INFORMATION. Wegen deß an Seiten ChurPfaltz vnbefuegter weiß prAMPERSAND#230;tendirten Rechts der Wildtfäng/ vnd was deme anhängig.	Unknown	1657	nbegruͤndte	Information	geschehen 	Information
   242661	Kurtze INFORMATION. Wegen deß an Seiten ChurPfaltz vnbefuegter weiß prAMPERSAND#230;tendirten Rechts der Wildtfäng/ vnd was deme anhängig.	Unknown	1657	Bayrn kein	contradiction	erwecke  vnd	contradiction
   242713	Kurtze INFORMATION. Wegen deß an Seiten ChurPfaltz vnbefuegter weiß prAMPERSAND#230;tendirten Rechts der Wildtfäng/ vnd was deme anhängig.	Unknown	1657	uff die quasi	possession	vnd das Herbringen	Possession
   242816	Kurtze INFORMATION. Wegen deß an Seiten ChurPfaltz vnbefuegter weiß prAMPERSAND#230;tendirten Rechts der Wildtfäng/ vnd was deme anhängig.	Unknown	1657	eniger ainige	Instruction	darüber empfan	Instruktion
   242843	Kurtze INFORMATION. Wegen deß an Seiten ChurPfaltz vnbefuegter weiß prAMPERSAND#230;tendirten Rechts der Wildtfäng/ vnd was deme anhängig.	Unknown	1657	tent geruͤmbte	Possession	vel quasi bes	Possession
   242928	Kurtze INFORMATION. Wegen deß an Seiten ChurPfaltz vnbefuegter weiß prAMPERSAND#230;tendirten Rechts der Wildtfäng/ vnd was deme anhängig.	Unknown	1657	die allegirte	Possession	vel quasi ,	Possession
   244060	Schuel- vnnd Zucht-Ordnung/ Für Teütsche vnd Lateinische Schuelmeister vnd Kinder [...]	Unknown	1659	ch zulaͤssigen	recreation	verstattet wu	Rekreation
   244399	Schuel- vnnd Zucht-Ordnung/ Für Teütsche vnd Lateinische Schuelmeister vnd Kinder [...]	Unknown	1659	ung  vnd	correction	abziehen  vn	Korrektion
   244702	Schuel- vnnd Zucht-Ordnung/ Für Teütsche vnd Lateinische Schuelmeister vnd Kinder [...]	Unknown	1659	ich ein	designation	der Kinder vberge	Designation
   244800	Schuel- vnnd Zucht-Ordnung/ Für Teütsche vnd Lateinische Schuelmeister vnd Kinder [...]	Unknown	1659	nehmen fleissige	relation	thuen . XI .	Relation
   245831	Schuel- vnnd Zucht-Ordnung/ Für Teütsche vnd Lateinische Schuelmeister vnd Kinder [...]	Unknown	1659	nderlich der	Religion	 vnd Glaubens	Religion
   246026	Schuel- vnnd Zucht-Ordnung/ Für Teütsche vnd Lateinische Schuelmeister vnd Kinder [...]	Unknown	1659	r Quatember	visitation	vorbringen 	Visitation
   246195	Verneuerte Gesetz und Ordnung Eines Hoch Edlen und Hochweisen Raths/ des Heiligen Reichs Stadt Nürnberg/ Dem ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSECollegio Medico, den Apotheckern/ und andern Angehörigen daselbst gegeben	Unknown	1700	ehlung und	function	des Decani .	Funktion
   246220	Verneuerte Gesetz und Ordnung Eines Hoch Edlen und Hochweisen Raths/ des Heiligen Reichs Stadt Nürnberg/ Dem ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSECollegio Medico, den Apotheckern/ und andern Angehörigen daselbst gegeben	Unknown	1700	, auf Unsere	Ratification	, erwaͤhlet	Ratifikation
   246494	Verneuerte Gesetz und Ordnung Eines Hoch Edlen und Hochweisen Raths/ des Heiligen Reichs Stadt Nürnberg/ Dem ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSECollegio Medico, den Apotheckern/ und andern Angehörigen daselbst gegeben	Unknown	1700	afft und	Communication	( damit dann	Kommunikation
   247133	Verneuerte Gesetz und Ordnung Eines Hoch Edlen und Hochweisen Raths/ des Heiligen Reichs Stadt Nürnberg/ Dem ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSECollegio Medico, den Apotheckern/ und andern Angehörigen daselbst gegeben	Unknown	1700	en  und seine	relation	ohne einige Z	Relation
   247355	Verneuerte Gesetz und Ordnung Eines Hoch Edlen und Hochweisen Raths/ des Heiligen Reichs Stadt Nürnberg/ Dem ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSECollegio Medico, den Apotheckern/ und andern Angehörigen daselbst gegeben	Unknown	1700	en . X . Urins	Inspection	. ES ist auch	Inspektion
   248592	Deß H. Röm. Reichs ohnmittelbahren Freyer Ritterschafft am Rheinstrom/ [...] Erneuert- und Confirmirte Raths-Satzung und Ordnungen [...]	Unknown	1694	ßerhalb embsiger	observation	der beharrlichen	Observation
   248613	Deß H. Röm. Reichs ohnmittelbahren Freyer Ritterschafft am Rheinstrom/ [...] Erneuert- und Confirmirte Raths-Satzung und Ordnungen [...]	Unknown	1694	to steiffer	execution	, bestaͤndiger	Exekution
   249654	Deß H. Röm. Reichs ohnmittelbahren Freyer Ritterschafft am Rheinstrom/ [...] Erneuert- und Confirmirte Raths-Satzung und Ordnungen [...]	Unknown	1694	er menschliche	affection	, wie die genant	Affektion
   249746	Deß H. Röm. Reichs ohnmittelbahren Freyer Ritterschafft am Rheinstrom/ [...] Erneuert- und Confirmirte Raths-Satzung und Ordnungen [...]	Unknown	1694	telbahrer	subjection	sich nicht	Subjektion
   250237	Deß H. Röm. Reichs ohnmittelbahren Freyer Ritterschafft am Rheinstrom/ [...] Erneuert- und Confirmirte Raths-Satzung und Ordnungen [...]	Unknown	1694	terschaft in ihren	actionen	repræsentirt	Aktion
   250732	Deß H. Röm. Reichs ohnmittelbahren Freyer Ritterschafft am Rheinstrom/ [...] Erneuert- und Confirmirte Raths-Satzung und Ordnungen [...]	Unknown	1694	und der Raͤht	discretion	zur Gebuͤhr	Diskretion
   250775	Deß H. Röm. Reichs ohnmittelbahren Freyer Ritterschafft am Rheinstrom/ [...] Erneuert- und Confirmirte Raths-Satzung und Ordnungen [...]	Unknown	1694	tglied zu besserer	correction	, Inhalt obigen	Korrektion
   250829	Deß H. Röm. Reichs ohnmittelbahren Freyer Ritterschafft am Rheinstrom/ [...] Erneuert- und Confirmirte Raths-Satzung und Ordnungen [...]	Unknown	1694	gebuͤhrender	execution	gezogen  oder	Exekution
   252985	ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSEMetallicorum Corpus Juris, Oder Bergk-Recht/ [...]	Christoph Entzelt	1698	dingung und	Protestation	, wo sichs	Protestation
   254122	Churfürstlicher Pfaltz bey Rhein/ etc. Ernewert und Verbessertes Land-Recht	Unknown	1700	kfurt gehaltenen	Deputation	Tag  erklaͤrt	Deputation
   256359	Deß Hertzogthumbs Würtemberg hievor außgangene/ vnd jetzo wiederumb von newem revidirte Hoffgerichts-Ordnung. [...]	Unknown	1654	forderist die	Legitimation	ihre Richtigkeit	Legitimation
   256368	Deß Hertzogthumbs Würtemberg hievor außgangene/ vnd jetzo wiederumb von newem revidirte Hoffgerichts-Ordnung. [...]	Unknown	1654	n gebuͤhrende	Caution	geschehen 	Kaution
   257032	Deß Hertzogthumbs Würtemberg hievor außgangene/ vnd jetzo wiederumb von newem revidirte Hoffgerichts-Ordnung. [...]	Unknown	1654	nd geschehener	Appellation	 welche Parthey	Appellation
   257520	Deß Hertzogthumbs Würtemberg hievor außgangene/ vnd jetzo wiederumb von newem revidirte Hoffgerichts-Ordnung. [...]	Unknown	1654	den  soll die	Appellation	am Hoffgericht	Appellation
   257919	Deß Hertzogthumbs Würtemberg hievor außgangene/ vnd jetzo wiederumb von newem revidirte Hoffgerichts-Ordnung. [...]	Unknown	1654	 vnd Vnserer	Jurisdiction	vnterworffen	Jurisdiktion
   258071	Deß Hertzogthumbs Würtemberg hievor außgangene/ vnd jetzo wiederumb von newem revidirte Hoffgerichts-Ordnung. [...]	Unknown	1654	. 11. von	Citation	vnd Fuͤrbott	Zitation
   259974	Der Statt ULM Gesatz und Ordnungen/ [...]	Unknown	1683	 gleich der	dilation	oder Nachlassung	dilation
   260697	Der Statt ULM Gesatz und Ordnungen/ [...]	Unknown	1683	erlauffende	Collusion	, gebrauchende	Kollusion
   261446	Fürstliche Hohenzollerische LANDS-ORDNUNG. [...]	Unknown	1698	ach Ordnung der	Appellation	gebuͤhrt .	Appellation
   261516	Fürstliche Hohenzollerische LANDS-ORDNUNG. [...]	Unknown	1698	rch eingewente	Appellation	an das Hof-Gericht	Appellation
   261643	Fürstliche Hohenzollerische LANDS-ORDNUNG. [...]	Unknown	1698	r auch solcher	Appellation	wie sich g	Appellation
   261734	Fürstliche Hohenzollerische LANDS-ORDNUNG. [...]	Unknown	1698	kenliche	Decision	, oder Erkantnus	Decision
   265694	REGLEMENT und Verordnung [...] Universität Kiel [...]	Magnus von Wedderkop and D. Henricus Muhlius	1707	h-Fürstl.	Konstitution	entgegen  di	Konstitution
   265800	REGLEMENT und Verordnung [...] Universität Kiel [...]	Magnus von Wedderkop and D. Henricus Muhlius	1707	ein jeder seiner	Profession	nicht allein	Profession
   265922	REGLEMENT und Verordnung [...] Universität Kiel [...]	Magnus von Wedderkop and D. Henricus Muhlius	1707	g vieler	Versionen	und Streitigkeiten	Version
   266302	REGLEMENT und Verordnung [...] Universität Kiel [...]	Magnus von Wedderkop and D. Henricus Muhlius	1707	m in jeglicher	Profession	, so er auf	Profession
   266630	REGLEMENT und Verordnung [...] Universität Kiel [...]	Magnus von Wedderkop and D. Henricus Muhlius	1707	weiter  nach	Proportion	der vorigen Zeit	Proportion
   266704	REGLEMENT und Verordnung [...] Universität Kiel [...]	Magnus von Wedderkop and D. Henricus Muhlius	1707	ergangener	Notifikation	und Konsens	Notifikation
   266839	REGLEMENT und Verordnung [...] Universität Kiel [...]	Magnus von Wedderkop and D. Henricus Muhlius	1707	len elaborirte	Disputation	, wenigstens	Disputation
   267046	REGLEMENT und Verordnung [...] Universität Kiel [...]	Magnus von Wedderkop and D. Henricus Muhlius	1707	 gehaltener	Lektion	seine Dubia f	Lektion
   267344	REGLEMENT und Verordnung [...] Universität Kiel [...]	Magnus von Wedderkop and D. Henricus Muhlius	1707	ugspurgische	Confession	übergeben 	Konfession
   267349	REGLEMENT und Verordnung [...] Universität Kiel [...]	Magnus von Wedderkop and D. Henricus Muhlius	1707	 eine solenne	Oration	, die ordentlich	Oration
   267373	REGLEMENT und Verordnung [...] Universität Kiel [...]	Magnus von Wedderkop and D. Henricus Muhlius	1707	 wegen	Reformation	dieser Länder	Reformation
   267741	REGLEMENT und Verordnung [...] Universität Kiel [...]	Magnus von Wedderkop and D. Henricus Muhlius	1707	der gnädigsten	Intention	, und damit	Intention
   267891	REGLEMENT und Verordnung [...] Universität Kiel [...]	Magnus von Wedderkop and D. Henricus Muhlius	1707	h-Fürstl.	Konzession	, und dazu be	Konzession
   268007	REGLEMENT und Verordnung [...] Universität Kiel [...]	Magnus von Wedderkop and D. Henricus Muhlius	1707	m Abzug oder	Demission	der Convictoristen	Dimission
   269573	Der Käyserlichen freyen Reichs Stadt Lübeck ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSESTATUTA, Oder: das/ so wohl in denen Städten Holsteins/ als in der Reichs Stadt Lübeck gebräuchliche Stadt-Recht	Unknown	1724	n dieser Stadt	Jurisdiction	gemacht seynd	Jurisdiktion
   270543	Der Churfl. Sächß. Sechs-Stadt Budißin Vormundschaffts- und Wäysen-Ordnung	Unknown	1709	r schleuniger	Consumption	oder Verwendung	Konsumtion
   270596	Der Churfl. Sächß. Sechs-Stadt Budißin Vormundschaffts- und Wäysen-Ordnung	Unknown	1709	d auch mit der	alienation	anzustehen 	Alienation
   270603	Der Churfl. Sächß. Sechs-Stadt Budißin Vormundschaffts- und Wäysen-Ordnung	Unknown	1709	 bey der	Waͤysen-Deputation	das voͤllige	Waisen-Deputation
   270675	Der Churfl. Sächß. Sechs-Stadt Budißin Vormundschaffts- und Wäysen-Ordnung	Unknown	1709	cret von der	Waͤysen-Deputation	nicht bestaͤndig	Waisen-Deputation
   270708	Der Churfl. Sächß. Sechs-Stadt Budißin Vormundschaffts- und Wäysen-Ordnung	Unknown	1709	uchung der	Waͤysen-Deputation	und daruͤber	Waisen-Deputation
   270805	Der Churfl. Sächß. Sechs-Stadt Budißin Vormundschaffts- und Wäysen-Ordnung	Unknown	1709	ͤrderst der	Waͤysen-Deputation	Consens und	Waisen-Deputation
   270889	Der Churfl. Sächß. Sechs-Stadt Budißin Vormundschaffts- und Wäysen-Ordnung	Unknown	1709	h bey der	Waͤysen-Deputation	Bescheides zu	Waisen-Deputation
   270927	Der Churfl. Sächß. Sechs-Stadt Budißin Vormundschaffts- und Wäysen-Ordnung	Unknown	1709	chern sind  der	Waͤysen-Deputation	vortragen 	Waisen-Deputation
   270961	Der Churfl. Sächß. Sechs-Stadt Budißin Vormundschaffts- und Wäysen-Ordnung	Unknown	1709	nd Willen der	Waͤysen-Deputation	capitalia ausl	Waisen-Deputation
   270979	Der Churfl. Sächß. Sechs-Stadt Budißin Vormundschaffts- und Wäysen-Ordnung	Unknown	1709	der Consens der	Waͤysen-Deputation	seiner Muͤndlein	Waisen-Deputation
   271013	Der Churfl. Sächß. Sechs-Stadt Budißin Vormundschaffts- und Wäysen-Ordnung	Unknown	1709	  von der	Waͤysen-Deputation	daruͤber zur	Waisen-Deputation
   271055	Der Churfl. Sächß. Sechs-Stadt Budißin Vormundschaffts- und Wäysen-Ordnung	Unknown	1709	ligung der	Waͤysen-Deputation	verfahren 	Waisen-Deputation
