Number	Left_Context	Keyword	Right_Context
 97038243:	  Proben zur Verfügung gestellt , mit denen ich Zuchtversuche anstellte , ebenso wie mit Eiern , welche Postmeister Baumann in 	Bamberg	 erzielt hatte . Die Berichte , welche über die Resultate der Versuche von verschiedenen Seiten veröffentlicht wurden , lauteten meist
 98868821:	  , den die in erster Linie erwähnten extremeren Kreise auf die öffentliche Meinung in Dingen der ornamentalen Künste ausübten . 	Historische	 Wechselbezüge zu behaupten wagte man nur schüchtern , und bloss für eng begrenzte Zeitperioden und nahe benachbarte Gebiete . Vollends
 99378719:	  ſind . Auch in einigen geiſtlichen Landen machte man gegen die Mitte des itzigen Jahrhunderts vorzuͤgliche Anſtalten hierzu . In 	Bamberg	 machte ſich der Oberbereuter Steckmeuer verdient , und in Wuͤrzburg zog die Pferdezucht ſchon in der Mitte dieſes Jahrhunderts Geld
100902928:	  beſchenkte Heinrich ſogar daß entlegene Kloſter zu Monte Caſſino mit aͤhnlichen Arbeiten , welche noch ſpaͤt vorhanden waren . Zu 	Bamberg	 wurden die Weihgeſchenke Heinrichs mit groͤßter Sorgfalt aufbewahrt , bis ſie in neueren Zeiten theils der koͤniglichen Bibliothek zu Muͤnchen
100903185:	  nicht Grattula ) hist. Abbat . Cassinensis. T. 1. p. 161. sq . S. von Murr , Merkwuͤrdigk . von 	Bamberg	 . 1799 . 8. S. 92 f. und a. a. St . Einiges zum Domſchatze gehoͤrende ſcheint man bey Aufhebung
100922036:	  haͤufig in den groͤßeren Muſeen ; verſchiedene ſchon in dem mehrgenannten der Vaticana ; das Kreuz aus dem Domſchatze zu 	Bamberg	 wohl zu Muͤnchen in der Schatzkammer , welche mir niemals zugaͤnglich geweſen ; andere ſind mir an den Deckeln auch
100922316:	  erlaͤutert worden ſind , warden wenigſtens jene der Paulskirche im Jahre 1070 angefertigt . S. v. Murr , Beſchreibung von 	Bamberg	 ; oder die Bollandiſten , vita S. Henrici , wo ſogar eine Abbildung , ſo gut ſie ausgefallen . Wenn
100925688:	  griechiſchen Prinzeſſin vermaͤhlt war , ſondern unter der ſpaͤteren Regierung Heinrichs II . Des emaillirten Kreuzes , welches vordem zu 	Bamberg	 bewahrt wurde , habe ich bereits erwaͤhnt ; doch als Kunſtwerk betrachtet , iſt ein groͤßeres , in Cypreſſenholz geſchnitztes
101121659:	  S. Piero Scheraggio , jetzt in S. Leonardo . In Deutſchland , die Sculpturen über den Seitenthoren der Domkirche zu 	Bamberg	 . In allen dieſen Sculpturen iſt ein hochalterthümliches Princip . Uebrigens wird es nicht befremden koͤnnen , daß eben in
101125356:	  zwey Thätigkeiten in der Kunſt I. 14 — 18. Auguſtin von Florenz II. 296 — 298. B. Baldovinetti II. 268. 	Bamberg	 , Kunſtwerke I. 317. Barna II. 109 — 112. Bartoli , Domenico II. 221 — 222. Bartoli , Taddeo II.
101812826:	  , Zink oder Blei und ſetzt Schwefelaluminium hinzu , wodurch er eine 5 bis 10 prozentige Aluminiumkupferlegierung erhält . G. 	Bamberg	 legiert das Aluminium mit Eiſen , Zink , Blei oder Kupfer , indem er Aluminiumchlorid in Dampfform oder Pulver in
101884729:	  . Kompaßroſe . Am unempfindlichſten ſelbſt gegen die heftigſten Erſchütterungen des Schiffes haben ſich die ſog. Fluid- oder Schwimmkompaſſe von 	Bamberg	 in Friedenau bei Berlin erwieſen , weshalb ſie auch in der Kaiſerlich Deutſchen Marine zur Einführung gebracht wurden . Die
101884874:	  “ ſowohl irdiſcher als himmliſcher Objekte eingerichtet iſt , ſtellt die Fig. 442 dar . Fig. 442 . Fluidkompaß von 	Bamberg	 . Noch jetzt bildet der Kompaß das wichtigſte und unentbehrlichſte nautiſche Inſtrument , mitunter ſogar das einzige , welches als
101886715:	  der ſenkrechten Stellung der Leine unabhängig ſind . Am gebräuchlichſten waren bisher die Apparate von William Thomſon und diejenigen von 	Bamberg	 , bei denen mit Luft gefüllte Glasröhren verſenkt wurden , welche an einem Ende eine enge Öffnung hatten oder mit
101969593:	  Lokomotive 738 . 759 Lokomotivführerhaus 760 Lokomotivkeſſel 759 Lokomotivſtreit von Rainhill 742 Lot 802 Tieflot von Brooke 802 Tieflot von 	Bamberg	 803 Tieflot nach William Thomſon 803 Löten der Metalle 678 Lotſe 811 Lotſenwachtſchiff 811 Lötzinn 606 Loxodrome 795 Luftdruck ,
101974715:	  Abzieh-Apparat 503 203 Flachs 346 365 Flammenofen 605 458 Flaſche , Anfertigung einer 855 472 Flintglasofen 867 442 Fluidkompaß von 	Bamberg	 798 485 Formen der Linſen 896 240 Forſtkulturpflug 457 412 Forth-Brücke 750 413 Forth-Brücke , Bakers lebendes Modell der 751
102158666:	  Norwegen , ein kleines Stuͤck , aber praͤchtig ! — Ludus Helmontii , ein eiſenhaltiger Stein mit Kalkſpatadern , aus 	Bamberg	 . — Eine verſteinerte Haliotis . — Eine verſteinerte Porcellana . — Holz , inwendig Stein , auswendig noch Holz
102190439:	  Schaufeln eines Muͤhlrads angeſetzt hat . Reiſe nach Weimar . Den 4ten Aug . Von Erlangen ging mein Weg auf 	Bamberg	 . Die Gegend zwiſchen dieſen Staͤdten iſt meiſtens Sand , doch baut man Hirſe und Hopfen . Mit unter kommt
102190481:	  durch Fohrenwaͤlder . Oberhalb Forchheim , einem feſten Bambergiſchen Landſtaͤdtchen , kam ich uͤber den Mayn , und drauf nach 	Bamberg	 , das ſich von weiten beſſer als innen praͤſentirt . Die Reſidenz des Fuͤrſtbiſchofs liegt auf einem Berge , der
102293869:	  hielt er ihn fuͤr einen Ketzer . Man ſagte ihm , Hr. Schmidt waͤre ſchon beim Biſchoff von Wuͤrzburg und 	Bamberg	 geiſtlicher Rath geweſen , und ſchon die verſtorb . Kaiſerin Mar. Ther. habe ihn hierher gebracht ; ſo wußte der
102293895:	  ſchon die verſtorb . Kaiſerin Mar. Ther. habe ihn hierher gebracht ; ſo wußte der Pabſt von keinem Biſchoff von 	Bamberg	 und Wuͤrzburg in ſeiner Kirche . Er wiederholte den Namen etlichemal , und endlich ſagte er nach langem Beſinnen :
102430809:	  bey eines Windliechtes Brand / in den Altären zu Lampach ; die Enthauptung S. Johannis Baptistae , im Thum-Stifft zu 	Bamberg	 ; und anderswo andere / von denen man / Eitelkeit zu vermeiden / lieber den Augenschein / als dieses Blat
102681474:	  XXIII . Lucas Kranich / Mahler von Kranach . LUcas Kranich der ältere von Kranach / aus dem Fürstlichen Stifft 	Bamberg	 bürtig / hat sich zur Zeit Albrecht Dürers erhoben / und ist wegen seiner berühmten Kunst an den Churfürstlichen Sächsischen
102775224:	  Huld-Göttinnen ehlich verlobet ; bald darauf machte er sich mit glücklicher Fortsetzung seiner Kunst-Werke noch ruchbarer / als er zu 	Bamberg	 ein großes Altar-Blatt in dem Fürstlichen Dom / von der Marter des heiligen Laurentii bey Nacht aufstellete / und selbigen
102802419:	  Erfahrenheit hatte er auch in großen Figuren / wie er dann mit färtiger Hand in die Kirche des hohen Dom-Stifts 	Bamberg	 / eine schöne Anzahl von allerhand gekleidten und nackenden Statuen der heiligen / und andere geistliche Figuren / samt derselben
102802542:	  vernommen / jedoch grünet sein Lob noch immer bey den Kunstliebenden / als eines ausgemachten Bildhauers . Seine Werke zu 	Bamberg	 . XXXII . Hanß Philipp von Würzburg ES ist mir auch Hans Philipp von Würtzburg wegen seiner Kunst in der
102822895:	  sich ergetzen . Es sind einige schöne Werke von seiner berühmten Hand zu sehen / in dem Fürstlichen Dom-Stifft zu 	Bamberg	 / und noch mehrere zu Würzburg / nämlich eine Mänge guter Statuen und großer Figuren / auch fürtreffliche Exempel der
102846016:	  mit dessen lebhafter Natürlichkeit Er so grosses Lob bey Hof erhalten / daß man Ihme hiernächst sehr viel / theils 	Historische	 / theils Poetische Werke / anbefohlen . Hierneben hat Er / soviel möglich / die köstliche Zeit wargenommen / und
102852420:	  eine stattliche eroberte Geld Summ wolvergnügt mit nach haus bringend . Daselbst mahlte er bald hernach / für das HochStifft 	Bamberg	 / ein sehr natürliches Nachtstuck / wie S. Johannes der Täufer in einem finstern Kerker enthauptet wird / mit vielen
102884254:	  zierlich auf Rondellen-Art eingehauen . Hiervon aber ein mehrers zu beschreiben / achten wir darum für unnötig / weil unsere 	Historische	 Erzehlung hiebey / wir auch bereit in dem ersten Theil unserer Academie / dessen bey fol. 22 gedacht / auch
102891846:	  . CUJUS RESTAURATIONIS PRI- MUS LAPIS POSITUS EST. XVIII. CALEND. DECEMB . ANNO CHRISTI M. D.XCVII . Der Römischen ARCHITECTURA 	Historische	 Beschreibung . Das I. Capittel . Das Capitolium hat seinen Namen / von einem gefundenen Menschenhaubt . Roßkopf / in
103167125:	  Und eben dieses war auch die eigentliche Meynung und der rechte Verstand des alten Sprichtworts : der Cadmische Sieg . 	Historische	 Erklärung über des Cadmus Drachen-Tödtung . Wir müssen aber anietzo die gantze Fabel vom Anfang wiederholen : damit wir die
103184151:	  wird / durch der Bauern Fleiß / vermittels des jährlichen wiedersäens / stetigs erneuet / und gleichsam unsterblich gemächt . 	Historische	 Erklärung der Fabel von Tityus . Lehrliche Auslegung . Natürliche Auslegung des Tityus . Von dem Tantalus . TAntalus war
103202806:	  Art ist / anders nichts / als schreyen und plaudern können . Natürliche Auslegung über die Entführung der Proserpina . 	Historische	 Erklärung über die erzehlte Entführung . Von den Sirenen oder Meer-Frauen . UNser Poet Ovidius sagt / daß der Proserpina
103204343:	  verwiesen / und ihn aus Ungedult ersäufft haben sollen / in einem Flusse / der nachgehends seinen Namen behalten . 	Historische	 Heiraht von Alpheus und Arethusa . Aus was natürlicher Eigenschaft die Fabel von Alpheus und Arethusa komme . Die Eigenschafft
103260741:	  / und iedermans Verwunderung / ein trauriges Beyspiel vorstellet . Natürliche und Lehrliche Erklärung vom Atys . Von Cyparissus . 	Historische	 und Lehrliche Erklärung der Fabel von Cyparissus und Cypressen . Vom Ganymedes . GAnymedes war ein Sohn des Trojanischen Königs
103289944:	  von der Scylla / im nächstfolgendem Buche / ebenfalls gehandelt wird . Lehrliche Auslegung / auf den geitzigen Polymnestor . 	Historische	 Auslegung / vom Memnon Der Thau / der Aurora Thränen genannt . Sinn-gebende Auslegung vom Memnon . Vom Aeneas .
103291267:	  dergleichen andere Erzehlungen / die anderswo gelesen werden können / zu übergehen / wollen wir sehen / wie wir eine 	Historische	 Erklärung finden mögen . So haben wir nun erzehlet / daß Scylla und Charybdis der Vorüberfahrenden viel um das Leben
103291811:	  noch Glaucus / der vorbenannte See-Gott / welcher seine Liebe auf die Scylla geworffen . Galathea / wessen Tochter . 	Historische	 Erklärung auf dem Polyphemus . Vom Fluß Acis in Sicilien . Andere Historische Erklärung auf den Polyphemus . Lehrliche Auslegung
103291824:	  geworffen . Galathea / wessen Tochter . Historische Erklärung auf dem Polyphemus . Vom Fluß Acis in Sicilien . Andere 	Historische	 Erklärung auf den Polyphemus . Lehrliche Auslegung auf den Polyphemus . Vom Glaucus . DIeser Glaucus war / ( wie
103292444:	  trockne Land eines aufrichtigen ehrlichen Wandels / schwimmen und kommen können . Alt gemein Sprichwort von des Glaucus Tausch . 	Historische	 Erklärung auf des Glaucus ver : See-Götten . Lehrliche Auslegung / auf den Glaucus . Ende des dreyzehnten Buchs .
103295547:	  Irrthum der Ungerechtigkeit fallen könne . Von der Krafft und Wirckung der Winde . Aeolus Erster Erfinder der Segel . 	Historische	 Erklärung über den Aeolus . Lehrliche Auslegung auf den Aeolus . Von der Circe . DIe Circe war / nach
103864905:	  ! Der lieben Redlichkeit hat auch einen groſſen Schimpf angethan Hatto ein Ertzbiſchof zu Mainz / welcher Alberto Grafen von 	Bamberg	 durch ſo Zuckerſuͤſſe Wort das Maul gemacht / als woll er ihn bey dem Kaiſer Ludwig dem Dritten / deſſen
103865063:	  geſund wieder nach Haus gebracht / nach vollendtem Mittag-Mahl / begibt er ſich mit dem Grafen und guten Albrecht von 	Bamberg	 / ſo ſich aller Redlichkeit getroͤſt / ganz ſchleunig in das Lager zu dem Kayſer / uͤberantwortet ganz verraͤtheriſch ihn
103901236:	  Mayntz / Bonifacius in Schwaben / Amandus zu Worms / Udalricus zu Augſpurg / Wilibaldus zu Aichſtaͤtt / Otto zu 	Bamberg	 / Rupertus in Bayern / Corbinianus zu Freiſing / Maximilianus in Steyr und Kaͤrndten / Cyrillus in Maͤhren / Severinus
105576546:	  sollen namentlich auch die Abtei zu Kilwinning in Schottland erbauet haben . Früher wandte sich der Bruder Claudius Schwobak von 	Bamberg	 mit seinen Bauleuten nach Wien , wo er im J. 1190 den Bau der dasigen Tempelherrnkirche begann . Die deutschen
105767067:	  : aber sie haben zugleich darin eben so entschieden Unrecht , dass sie das doch vorhandene Mythologische und insofern gleichfalls 	Historische	 ganz ausscheiden , als ob eine Geschichte der Inder und Sinesen , der Babylonier und Assyrier , der Phönicier und
105787013:	  zu befreiten und freien Zünften der Stadtbürger , wie dieses die Verfassungsgeschichte von beinahe unzähligen Städten , von Strassburg , 	Bamberg	 , Cöln , Mainz , Magdeburg , Augsburg , St. Gallen , Lucern , Basel , Genf u. s. w.
105854027:	  sieben Mündungen . – Auf einem Zueignungsbilde einer Handschrift der Homilien Gregors aus dem 11ten Jahrhundert in der Bibliothek zu 	Bamberg	 an Kaiser Heinrich II. ( 1002 – 1024 ) , welches Bild Jaeck , viele Alphabete und ganze Schriftmuster vom
105854059:	  Bild Jaeck , viele Alphabete und ganze Schriftmuster vom VIII. bis XVI. Jahrh. aus den Handschriften der öffentlichen Bibliothek zu 	Bamberg	 , Heft 1 Bamberg 1833 , in einem Zinkabdrucke mittheilt , – sitzt der das Buch für die Bibliothek zu
105854063:	  Alphabete und ganze Schriftmuster vom VIII. bis XVI. Jahrh. aus den Handschriften der öffentlichen Bibliothek zu Bamberg , Heft 1 	Bamberg	 1833 , in einem Zinkabdrucke mittheilt , – sitzt der das Buch für die Bibliothek zu Bamberg aus den Händen
105854080:	  , Heft 1 Bamberg 1833 , in einem Zinkabdrucke mittheilt , – sitzt der das Buch für die Bibliothek zu 	Bamberg	 aus den Händen eines Benediktiners empfangende Kaiser mit einer dreifachen Krone , worin sieben Nadeln oder Stifte , je drei
106002261:	  bösen Thaten des Verstorbenen zwischen einem Engel , z. B. dem Erzengel Michael , und dem Satan abgewogen . Zu 	Bamberg	 ist auf Kaiser Heinrichs Grab die Gerechtigkeit mit einer Wagschale in der Hand eingehauen . Es gehet hierüber ein altes
106062778:	  er daz tuet , so ist er fünf phunt schuldig ; “ ebenso in den Stadtrechten , z. B. von 	Bamberg	 , §. 430 ( bei Zoepfel ) . Nach der geistreichen Bezeichnung von Raepsaet , welche Warnkoenig näher anführt ,
106372681:	  der ſilbergefaßte ſteinverzierte Kamm der Longobardenkönigin Theodelinde im Domſchatz zu Monza , und der von Heinrich II. herrührende Elfenbeinkamm in 	Bamberg	 . Die Sitte , die gewöhnlichſten und gleichgiltigſten Verrichtungen des täglichen Lebens mit einem Gebet einzuleiten , veranlaßte , daß
106578206:	  Bädern zu Wißbaden , in 8 , Maintz 1697 . Dieses Büchlein ertheilet zwar , gleich anfangs , einige wenige 	Historische	 und Geographische Nachricht von der Stadt und Gegend Wißbaden , enthält aber doch auch eigentlich nichts anders , als eine
106578575:	  gedachten Thermographie hat er einige geistliche Bad-Betrachtungen angestellet , auch verschiedene Bad-Lieder mit angefüget , so denn aber eine kurtze 	Historische	 Beschreibung der Stadt Wißbaden hinzugethan , welche er hernach , in der ersten Fortsetzung des Buches , durch allerley aus
106579785:	  , so viel thunlich gewesen , abzuhelfen . Zu dem Ende hat man 1 , die vorhin benennte vorhandene zwey 	Historische	 Beschreibungen des Wißbads , nemlich Hellmunds Thermographie , und vornemlich des Verfassers Merckwürdigkeiten der Stadt Wißbaden , zur Hand genommen
106579812:	  Thermographie , und vornemlich des Verfassers Merckwürdigkeiten der Stadt Wißbaden , zur Hand genommen und aus denselben alle diejenigen der 	Historische	 Nachrichten von unserer Stadt , welche brauchbar , und dem Zweck das gegenwärtigen Vorhabens gemäß zu seyn , befunden worden
106579857:	  so , daß man diese Schriften nicht nur jedesmal , behörigen Ortes , nahmentlich angeführet , sondern auch die gemeldte 	Historische	 Nachrichten derselben durchgehends verbessert und ergäntzet hat. 2 , Alles übrige , was etwan noch in gedruckten Schriften , und
106579983:	  und glaubwürdiger Einwohner in Wißbaden dabey zu Hülfe genommen . 4 , Alle diese , auf solche Art , gesammlete 	Historische	 Nachrichten in eine bequeme und vor jederman faßliche Ordnung gebracht . 5 , Den Vortrag selbst so eingerichtet , daß
106580025:	  auch von ungelehrten Lesern gar leicht wird können begriffen werden ; daher auch keine , in Lateinischer Sprache angeführte , 	Historische	 Zeugnüsse ohne Uebersetzung ins Teutsche vorbey gelassen , auch manche Erläuterungen über diese und jene vorgekommene Dinge beygefüget geworden sind
106580177:	  man sich beflissen , diese gantze Geschicht-Beschreibung der Stadt Wißbaden , so viel die vorhanden-seyende , gedruckte und ungedruckte , 	Historische	 Nachrichten von derselben es thunlich gemacht haben , also einzurichten , daß der Leser aus derselben einen deutlichen Begrif von
106594094:	  in seiner Teutschen Bayerischen Chronick p. 282 , Sauer in seinem Städte-Buch bey Beschreibung der Stadt Maintz , das grosse 	Historische	 Lexicon in Beschreibung der Stadt Bingen , und andere , vor . Und weil also keine Nachricht davon bey den
106949866:	  , und brandmarkte sie rund heraus mit den härtesten Namen , die sie verdienten . Die Stifter von Würzburg , 	Bamberg	 , Straßburg , Mainz , Trier , Cölln , und viele andre hatten ihre verwüstende Gegenwart empfunden . Allen diesen
107002490:	  . Bestürzung ergriff auf die Nachricht dieser schnellen Eroberung alle katholischen Stände des Kreises ; die Bischöffe von Würzburg und 	Bamberg	 zagten in ihrer Burg . Schon sahen sie ihre Stühle wanken , ihre Kirchen entweihet , ihre Religion im Staube
107003740:	  laufen , wenn ihr vor dem großen Schweden-König ausreißt . “ Das unglückliche Beyspiel seines Nachbars hatte dem Bischoff von 	Bamberg	 klügere Maßregeln eingegeben . Um die Plünderung seiner Lande zu verhüten , kam er dem König mit Anerbietungen des Friedens
107006267:	  Ligue , hatte er kein besseres Loos zu hoffen , als seine beyden Amtsbrüder , die Bischöfe von Würzburg und 	Bamberg	 , bereits betroffen hatte . Die Lage seiner Länder am Rheinstrom machte es dem Feinde zur Nothwendigkeit , sich ihrer
107008146:	  Hochstift Würzburg und den größten Theil Frankens seiner Macht unterworfen hatte , stand es bey ihm , durch das Hochstift 	Bamberg	 und durch die obere Pfalz in Bayern und Oesterreich einzubrechen ; und die Erwartung war so allgemein als natürlich ,
107010260:	  von Horn , den Gustav Adolph mit achttausend Mann darin zurückließ , mit abwechselndem Kriegsglück gestritten , und das Hochstift 	Bamberg	 besonders war zugleich der Preis und der Schauplatz ihrer Verwüstungen . Von seinen übrigen Entwürfen an den Rheinstrom gerufen ,
107010398:	  zur Wiedereinsetzung des Bischofs bevollmächtigt , zog dieser General seine durch die Oberpfalz zerstreuten Truppen zusammen , und näherte sich 	Bamberg	 mit einem zwanzigtausend Mann starken Heere . Gustav Horn , entschlossen , seine Eroberung gegen diese überlegene Macht zu behaupten
107016624:	  verdächtige Allianz dieses Fürsten mit Frankreich hatte den Kaiser längst schon mit Besorgnissen erfüllt . Die Bischöfe von Würzburg und 	Bamberg	 , der Churfürst von Mainz , der Herzog von Lothringen waren aus ihren Ländern vertrieben , oder doch gefährlich bedroht
107029175:	  mit dem andern seine Eroberungen in Bayern in eigner Person fortzusetzen . Unterdessen war die kaiserlich-bayrische Armee in das Bisthum 	Bamberg	 gerückt , wo der Herzog von Friedland eine zweyte Musterung darüber anstellte . Er fand diese sechzigtausend Mann starke Macht
107029596:	  Johann Georgs befürchten . Aufs neue also von seinem arglistigen Beschützer im Stich gelassen , trennte sich der Churfürst zu 	Bamberg	 von Wallenstein , um mit dem kleinen Ueberrest seiner Truppen sein hülfloses Land zu vertheidigen , und die kaiserliche Armee
107042982:	  zu kehren . Bernhard hatte sich bald nach Eröffnung des Feldzugs im Jahre 1633 der Stadt und des ganzen Hochstifts 	Bamberg	 bemächtigt , und Würzburg ein ähnliches Schicksal zugedacht . Auf die Einladung Gustav Horns setzte er sich ungesäumt in Marsch
107043858:	  Wünsche abzuängstigen . Schon Gustav Adolph hatte ihm mit einem Herzogthum in Franken geschmeichelt , das aus den beyden Hochstiftern 	Bamberg	 und Würzburg erwachsen sollte ; jetzt drang Herzog Bernhard auf Haltung dieses Versprechens . Zugleich foderte er das Oberkommando im
109113064:	  1 ) Logische Untersuchungen , 2 Bde , Leipzig 1870 , 3. Aufl. 388 + 538 Seiten . 2 ) 	Historische	 Beiträge zur Philosophie , 4 Bde. Band 3 , Berlin 1867 , 444 Seiten . Twesten , A. D. C.
109316760:	  Ph. Furtwängler und E. Wiechert . VI. 2 : Astronomie , red. von K. Schwarzschild . In Vorbereitung : VII. 	Historische	 , philosophische und didaktische Fragen behandelnd , sowie Generalregister . Encyclopédie des sciences mathématiques pures et appliquées . Publiée sous
109822589:	  — Z. 4 v. u. l. Mars ſt. Mercur . Die Symbolik des Traumes von Dr. G. H. Schubert . 	Bamberg	 , im neuen Leſeinſtitut von C. F. Kunz . 1814 . Seinen Freunden : Herrn Georg Matthias Burger zu Nuͤrnberg
110032268:	  ſcheint , ein jeder habe ſich beeifert , ein Stuͤck von dieſem herrlichen Lande davon zu tragen ; doch beſitzen 	Bamberg	 und Bayreuth das meiſte davon . In einem ſchoͤnen , geraͤumigen Dorfe ſagte mir der Wirth des dortigen Gaſthofes ,
110650353:	  Frage der Servitutablösung und namentlich über die Abfindung mit Waldlande den Bericht über die VI . Versammlung deutscher Forstmänner zu 	Bamberg	 ; ferner Stutzer , Waldservituten . Thatsächlich führt die Waldabfindung meist zur Waldzerstörung und ist , wenigstens in der zuletzt
110718683:	  . Von G. Reber . München 1832 . 5. Thl. A. u. d. T. : Rebers Grundsätze der Waldtaxation . 	Bamberg	 1827 . — , Real- und Verballexikon der Forst- und Jagdkunde mit ihren Hülfswissenschaften . 1.—4 . Bd. 1. Lieferg.
110726952:	  und die Forstdirektion . Augsburg 1842 . v. Reitzenstein , A. Freiherr , Betrachtungen über die Rentabilität der Waldungen . 	Bamberg	 1894 . Rentzsch , Der Wald im Haushalt der Natur und der Volkswirtschaft . Leipzig 1862 . Schütte , Die
111720757:	  Basel , Freiburg , Strassburg , Speyer und Mainz , sowie der Fischmärkte von Heidelberg , Mannheim , Nürnberg , 	Bamberg	 , Würzburg und Frankfurt verschiedene Erfahrungen . Die Fischfauna des Weser-Gebietes lernte ich zum Theil durch die Vorräthe der Fischer
111721269:	  Königsberg , Leipzig , Prag , Strassburg , Tübingen , Wien , Würzburg und Zürich , die vaterländischen Museen zu 	Bamberg	 , Frankfurt a / M , Hamburg , Innsbruck , Linz , Prag und Salzburg , das zoologische Cabinet der
111765221:	  ist diese hochrückige Karausche in allen übrigen Wassergebieten Mitteleuropa’s einheimisch . Zwei Karauschen , welche ich bei einem Fischer in 	Bamberg	 antraf , stimmten mit einem Exemplar des Carassius Moles , welches ich aus dem Wiener Naturalien-Cabinete erhalten hatte . Diese
111778796:	  , sondern dass sich dieser Fisch auch in den Seitengewässern des Mittelrheins vorfindet , indem ich mir Exemplare davon in 	Bamberg	 aus dem Main-Gebiet verschaffen konnte und andere Exemplare aus dem Neckar- Gebiet durch Herrn Krauss von Stuttgart eingesendet erhalten habe
111850396:	  weil sie höher gelegene Gegenden des Rhein-Gebiets zu diesem Zwecke aufsuchen müssen . Früher zogen auch Lachse den Main bis 	Bamberg	 und den Neckar bis Heilbronn hinauf , was gegenwärtig nicht mehr geschieht; dagegen wissen noch jetzt viele Lachse bis zu
112847246:	  , das Antiquarium , p. XXII. e . Mathematisch-physikalische Classe und die ihr beygeordneten Attribute , p. XXIV. f . 	Historische	 Classe und ihr Attribut , das königl. Münzcabinet , p. XXXIII. g . Preisaufgaben , p. XXXVIII. h . Veränderungen
115388181:	  eiſernen Kaſſe in den Fluß verſenkt hatten , um dieſe , wo moͤglich , aufzuſuchen , und dadurch das erforderliche 	Korpus	 delikti herzuſtellen . Beide abgeſchickten Theile erſchienen bald wieder vor den Schranken , die erſtern hatten Wache nehmen muͤſſen ,
116573326:	  Man ſoll den todten nicht pegraben , man trage yn denn voran für rathauz “ ( Städterecht von Ofen , 	Bamberg	 , Magdeburg ; Schöffenrecht u. a. Oſenbrüggen , Gaſtgerichte der Deutſchen im Mittelalter 73 ) . Die Todtenbeſchau wird dann
116839652:	  in der neu entſtehenden Epoche des Polizeirechts . Dieſe nun tritt auf mit der Carolina , der auch hier die 	Bamberg	 . Halsgerichtsordnung Art. 141—148 faſt wörtlich vorauf geht . Dieſelbe beſtimmt eigentlich in ihren Art. 116—124 nichts Neues , ſondern
116840443:	  Grunde anders dargeſtellt , als ſie wirklich war , da die Strafe für Unzucht gar nicht in der Carolina und 	Bamberg	 . Halsgerichtsordnung enthalten iſt . Die Criminaliſten aber wollten der unter Umſtänden und je nach Befinden ſtrafenden Polizei denn doch
117059212:	  zur Verfügung : ein Prismenkreis von Pistor & Martins auf 20 '' ablesbar , ein Quecksilberhorizont mit Marienglasdach von C. 	Bamberg	 , ein kleines Universalinstrument von Pistor & Martins , auf 30 '' ablesbar , die uns die Direktion der Seewarte
117059263:	  mit Stativ von Casella auf 1' ablesbar , 3 kompensirte Ankeruhren . Zu erdmagnetischen Messungen : ein Deviationsmagnetometer von C. 	Bamberg	 ( Seewarte ) , zwei Magnete mit Schwingungskasten von einem Lamontschen Reisetheodoliten . Zur Terrainaufnahme und zu Höhenbestimmungen : ein
117151612:	  bei den Indianern antrafen , aber diese Stütze für ihre Ansicht ist jetzt hinfällig geworden , und die Erfahrungen der 	Linguistik	 wie das thatsächliche Fehlen der Banane in dem ganzen Gebiet des oberen Schingú geben der Ansicht des Botanikers Alphonse de
117643136:	  berücksichtigt hatte , ja ich glaube , daß gerade diese Vernachlässigung sie gereizt und getrieben hat , sich in der 	Linguistik	 zu versuchen . Wir hatten nämlich eben gefragt : Was heißt ich bin gegangen – und darauf hatte Johann geantwortet
118541158:	  der Englaͤnder ſchickten ſich an , dem Streit via facti ein Ende zu machen . Indeſſen ſuchte der Hollaͤnder das 	Korpus	 delikti in ſeine Gewahrſam zu bringen . Nach langem Debattiren , und weil er keine Moͤglichkeit ſah , hier zu
118910516:	  ganz , welchen man neuerlich dem Berichte des vierten Evangeliums vor dem der übrigen einräumen wollte . Denn das allein 	Historische	 , die Taufe Jesu durch Johannes , erwähnt der bezeichnete Evangelist , einzig um das mythische Beiwerk bemüht , gar
119740864:	  Ganzen gläubig aufgenommen werden , nicht blos hinsichtlich ihres Inhalts , sondern auch hinsichtlich ihres Ursprungs und ihrer Zeit . 	Historische	 Critik muß sich ganz fern von ihr halten . Sie darf nur in einer einzigen Beziehung sich ihr nahen ,
119743306:	  Schöttchen , Stargard 1721 . 23. Nicolaus von Klempzen , vom Pommerlande und dessen Fürsten-Geschlecht-Beschreibung . Stralsund 1777 . 24. 	Historische	 Nachricht von den alten Einwohnern in Pommern , auch von dero Religion und Bekehrung etc. von Christiano Zickermann . Stettin
119754300:	  Auch kann man sich die Größe dieser herrlichen Stadt denken , wenn man erwäget , daß der Bischof Otto von 	Bamberg	 im Jahre 1124 allda 22,000 Bürger getauft hat . In der Gegend der Stadt sollen noch viele Schätze aus der
119755301:	  ausrichten könne ; er ging zurück zum Herzog Bolislaff , dem berichtete er die Sache , und zog darauf nach 	Bamberg	 , wo Sanct Otto Bischof war ; allda begab er sich in das Kloster zu Sanct Michael , und berichtete
119755467:	  , wie oben erzählt , der Römische Bischof Bernhard von den Julinern verjagt war , beschloß der Bischof Otto von 	Bamberg	 , ein kluger und heiliger Mann , die abgöttischen Pommern zum Christenthume zu bekehren . Es war nach Christi unseres
