Belegtext	Animacy_finegrained	Lemma	PoS	Ort	Jahr	upperCase	Sprachraum.ost.west	weiblich	Kompositum	Period	Animacy3	Animacy	Freq
Puhlin	übermenschlich Teufel	buhle	NN	Bamberg	1628	TRUE	1	j	0	3	animate	3	45
Bule	übermenschlich Teufel	buhle	NN	Georgenthal	1597	TRUE	1		0	1	animate	2	45
Bule	menschlich	buhle	NN	Georgenthal	1597	TRUE	1	n	0	1	animate	4	45
Bulen	übermenschlich Teufel	buhle	NN	Georgenthal	1597	TRUE	1		0	1	animate	2	45
bull	übermenschlich Teufel	buhle	NN	Hamm	1592	FALSE	0	n	0	1	animate	4	45
bullen	übermenschlich Teufel	buhle	NN	Hamm	1592	FALSE	0		0	1	animate	2	45
Bull	übermenschlich Teufel	buhle	NN	Hamm	1592	TRUE	0	n	0	1	animate	4	45
Bullen	übermenschlich Teufel	buhle	NN	Hamm	1592	TRUE	0		0	1	animate	2	45
bull	übermenschlich Teufel	buhle	NN	Hamm	1592	FALSE	0	n	0	1	animate	4	45
bullen	übermenschlich Teufel	buhle	NN	Hamm	1592	FALSE	0		0	1	animate	2	45
Bullen	übermenschlich Teufel	buhle	NN	Hamm	1592	TRUE	0		0	1	animate	2	45
bull	übermenschlich Teufel	buhle	NN	Hamm	1592	FALSE	0	n	0	1	animate	4	45
Bule	übermenschlich Teufel	buhle	NN	Jever	1592	TRUE	0		0	1	animate	2	45
Bule	übermenschlich Teufel	buhle	NN	Jever	1592	TRUE	0		0	1	animate	2	45
Bulen	übermenschlich Teufel	buhle	NN	Jever	1592	TRUE	0		0	1	animate	2	45
Bolen	übermenschlich Teufel	buhle	NN	Jever	1592	TRUE	0		0	1	animate	2	45
Bole	übermenschlich Teufel	buhle	NN	Jever	1592	TRUE	0		0	1	animate	2	45
Buhl	übermenschlich Teufel	buhle	NN	Lemberg	1630	TRUE	0	n	0	3	animate	4	45
Buhlen	übermenschlich Teufel	buhle	NN	Ostrau	1628	TRUE	1		0	3	animate	2	45
Buhle	übermenschlich Teufel	buhle	NN	Ostrau	1628	TRUE	1		0	3	animate	2	45
Buhle	übermenschlich Teufel	buhle	NN	Ostrau	1628	TRUE	1		0	3	animate	2	45
Buhlen	übermenschlich Teufel	buhle	NN	Ostrau	1628	TRUE	1		0	3	animate	2	45
Buhlen	übermenschlich Teufel	buhle	NN	Ostrau	1628	TRUE	1		0	3	animate	2	45
Buhlen	übermenschlich Teufel	buhle	NN	Ostrau	1628	TRUE	1		0	3	animate	2	45
Buhlen	übermenschlich Teufel	buhle	NN	Ostrau	1628	TRUE	1		0	3	animate	2	45
Buhlen	übermenschlich Teufel	buhle	NN	Ostrau	1628	TRUE	1		0	3	animate	2	45
Buol	menschlich	buhle	NN	Riedlingen	1596	TRUE	0	n	0	1	animate	4	45
Buol	übermenschlich Teufel	buhle	NN	Riedlingen	1596	TRUE	0	n	0	1	animate	4	45
buol	übermenschlich Teufel	buhle	NN	Riedlingen	1596	FALSE	0	n	0	1	animate	4	45
buolen	übermenschlich Teufel	buhle	NN	Riedlingen	1596	FALSE	0	n	0	1	animate	4	45
Buol	übermenschlich Teufel	buhle	NN	Riedlingen	1596	TRUE	0	n	0	1	animate	4	45
buol	übermenschlich Teufel	buhle	NN	Riedlingen	1596	FALSE	0	n	0	1	animate	4	45
Bolin	übermenschlich Teufel	buhlin	NN	Jever	1592	TRUE	0	j	0	1	animate	3	1
bulschafft	abstrakt	buhlschaft	NN	Georgenthal	1597	FALSE	1		0	1	abstract	0	1
Burgermeister	menschlich	burgermeister	NB	Bamberg	1628	TRUE	1	n	0	3	animate	4	5
Burgermeister	menschlich	burgermeister	NB	Bamberg	1628	TRUE	1	n	0	3	animate	4	5
Burgermeister	menschlich	burgermeister	NB	Bamberg	1628	TRUE	1	n	0	3	animate	4	5
Burgermeister	menschlich	burgermeister	NB	Güstrow	1615	TRUE	1	n	0	2	animate	4	5
Burgermeister	menschlich	burgermeister	NB	Güstrow	1615	TRUE	1	n	0	2	animate	4	5
burgkman	menschlich	burgmann	NB	Güstrow	1615	FALSE	1	n	0	2	animate	4	10
burgkman	menschlich	burgmann	NB	Güstrow	1615	FALSE	1	n	0	2	animate	4	10
burgkman	menschlich	burgmann	NB	Güstrow	1615	FALSE	1	n	0	2	animate	4	10
burgkman	menschlich	burgmann	NB	Güstrow	1615	FALSE	1	n	0	2	animate	4	10
burgkman	menschlich	burgmann	NB	Güstrow	1615	FALSE	1	n	0	2	animate	4	10
burgk- mans	menschlich	burgmann	NB	Güstrow	1615	FALSE	1	n	0	2	animate	4	10
burgk- mans	menschlich	burgmann	NB	Güstrow	1615	FALSE	1	n	0	2	animate	4	10
burgkman	menschlich	burgmann	NB	Güstrow	1615	FALSE	1	n	0	2	animate	4	10
Burgkmans	menschlich	burgmann	NB	Güstrow	1615	TRUE	1	n	0	2	animate	4	10
burgkman	menschlich	burgmann	NB	Güstrow	1615	FALSE	1	n	0	2	animate	4	10
busche	konkret	busch	NN	Güstrow	1615	FALSE	1		0	2	concrete	1	2
Pösch	konkret	busch	NN	Hamm	1592	TRUE	0		0	1	concrete	1	2
busch	konkret	buschen	NN	Alme	1630	FALSE	0		0	3	concrete	1	1
bueße	abstrakt	busze	NN	Güstrow	1615	FALSE	1		0	2	abstract	0	1
bueße	abstrakt	buszfahrt	NN	Güstrow	1615	FALSE	1		1	2	abstract	0	1
botter	konkret	butter	NN	Meldorf	1618	FALSE	0		0	2	concrete	1	2
bottter	konkret	butter	NN	Meldorf	1618	FALSE	0		0	2	concrete	1	2
Putterfaß	konkret	butterfasz	NN	Schweinfurt	1616	TRUE	1		1	2	concrete	1	2
Butterfaß	konkret	butterfasz	NN	Schweinfurt	1616	TRUE	1		1	2	concrete	1	2
Pütner	menschlich	büttner	NB	Bamberg	1628	TRUE	1	n	0	3	animate	4	1
Conuent	abstrakt	convent	NN	Bamberg	1628	TRUE	1		0	3	abstract	0	1
dache	konkret	dach	NN	Rosenburg	1618	FALSE	1		0	2	concrete	1	1
der- men	konkret Körperteil	darm	NN	Rosenburg	1618	FALSE	1		0	2	concrete	1	1
daumeißen	konkret	daumeisen	NN	Lemberg	1630	FALSE	0		0	3	concrete	1	1
Daumenstockh	konkret	daumenstock	NN	Bamberg	1628	TRUE	1		1	3	concrete	1	2
daumenstokh	konkret	daumenstock	NN	Bamberg	1628	FALSE	1		1	3	concrete	1	2
dieb	menschlich	dieb	NN	Georgenthal	1597	FALSE	1	n	0	1	animate	4	4
dieb	menschlich	dieb	NN	Georgenthal	1597	FALSE	1	n	0	1	animate	4	4
dieb	menschlich	dieb	NN	München	1600	FALSE	1	n	0	1	animate	4	4
dieb	menschlich	dieb	NN	Perleberg	1588	FALSE	1	n	0	1	animate	4	4
diener	menschlich	diener	NN	Güstrow	1615	FALSE	1	n	0	2	animate	4	2
diener	menschlich	diener	NN	Güstrow	1615	FALSE	1	n	0	2	animate	4	2
diensten	abstrakt	dienst	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	2
diensten	abstrakt	dienst	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	2
dienstag	abstrakt	dienstag	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	2
dienstag	abstrakt	dienstag	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	2
dienst knecht	menschlich	dienstknecht	NB	Güstrow	1615	FALSE	1	n	1	2	animate	4	1
dienstlohn	konkret	dienstlohn	NN	Schweinfurt	1616	FALSE	1		1	2	concrete	1	1
dingh	konkret	ding	NN	Alme	1630	FALSE	0		0	3	concrete	1	10
dinge	konkret	ding	NN	Georgenthal	1597	FALSE	1		0	1	concrete	1	10
dingen	abstrakt	ding	NN	Hamm	1592	FALSE	0		0	1	abstract	0	10
dinges	abstrakt	ding	NN	Perleberg	1588	FALSE	1		0	1	abstract	0	10
dinger	übermenschlich Teufel	ding	NN	Rosenburg	1618	FALSE	1		0	2	animate	2	10
dinger	übermenschlich Teufel	ding	NN	Rosenburg	1618	FALSE	1		0	2	animate	2	10
dinger	übermenschlich Teufel	ding	NN	Rosenburg	1618	FALSE	1		0	2	animate	2	10
ding	abstrakt	ding	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	10
dinge	konkret	ding	NN	Stralsund	1630	FALSE	1		0	3	concrete	1	10
dinge	abstrakt	ding	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	10
Dinggerichte	abstrakt	dinggericht	NN	Rosenburg	1618	TRUE	1		1	2	abstract	0	2
dinggerichte	menschlich Kollektivum	dinggericht	NN	Rosenburg	1618	FALSE	1		1	2	animate	2	2
dirrn	übermenschlich Teufel	dirne	NN	Bamberg	1628	FALSE	1	j	0	3	animate	3	1
Doctor	menschlich	doctor	NB	Baden-Baden	1628	TRUE	0	n	0	3	animate	4	14
doctor	menschlich	doctor	NB	Bamberg	1628	FALSE	1	n	0	3	animate	4	14
doctor	menschlich	doctor	NB	Bamberg	1628	FALSE	1	n	0	3	animate	4	14
doctor	menschlich	doctor	NB	Bamberg	1628	FALSE	1	n	0	3	animate	4	14
Doctor	menschlich	doctor	NB	Bamberg	1628	TRUE	1	n	0	3	animate	4	14
doctor	menschlich	doctor	NB	Bamberg	1628	FALSE	1	n	0	3	animate	4	14
Doctor	menschlich	doctor	NB	Bamberg	1628	TRUE	1	n	0	3	animate	4	14
Doctor	menschlich	doctor	NB	Bamberg	1628	TRUE	1	n	0	3	animate	4	14
doctor	menschlich	doctor	NB	Bamberg	1628	FALSE	1	n	0	3	animate	4	14
Doctorn	menschlich	doctor	NB	Lemberg	1630	TRUE	0	n	0	3	animate	4	14
Doctor	menschlich	doctor	NB	München	1600	TRUE	1	n	0	1	animate	4	14
Doctor	menschlich	doctor	NB	München	1600	TRUE	1	n	0	1	animate	4	14
Doctoren	menschlich	doctor	NB	Stralsund	1630	TRUE	1	n	0	3	animate	4	14
Donner	abstrakt	donner	NN	Günzburg	1613	TRUE	0		0	2	abstract	0	1
donnerstage	abstrakt Maß	donnerstag	NN	Alme	1630	FALSE	0		0	3	abstract	0	4
donnerstage	abstrakt Maß	donnerstag	NN	Alme	1630	FALSE	0		0	3	abstract	0	4
don- nertagk	abstrakt	donnerstag	NN	Jever	1592	FALSE	0		0	1	abstract	0	4
Donners-	abstrakt	donnerstag	NN	Rosenburg	1618	TRUE	1		0	2	abstract	0	4
dorff	konkret	dorf	NN	Alme	1630	FALSE	0		0	3	concrete	1	9
dorffe	konkret	dorf	NN	Güstrow	1615	FALSE	1		0	2	concrete	1	9
dorfern	konkret	dorf	NN	Güstrow	1615	FALSE	1		0	2	concrete	1	9
dorff	konkret	dorf	NN	Hamm	1592	FALSE	0		0	1	concrete	1	9
dorff	konkret Kollektivum	dorf	NN	München	1600	FALSE	1		0	1	concrete	1	9
dorf	konkret Kollektivum	dorf	NN	München	1600	FALSE	1		0	1	concrete	1	9
dorf	konkret	dorf	NN	Riedlingen	1596	FALSE	0		0	1	concrete	1	9
dorf	konkret Ort	dorf	NN	Rosenburg	1618	FALSE	1		0	2	concrete	1	9
dorffe	konkret Ort	dorf	NN	Rosenburg	1618	FALSE	1		0	2	concrete	1	9
dörfflin	konkret	dörflein	NN	Riedlingen	1596	FALSE	0		0	1	concrete	1	1
dorn	konkret	dorn	NN	Meldorf	1618	FALSE	0		0	2	concrete	1	1
dhorrnen	konkret	dornen	NN	Hamm	1592	FALSE	0		0	1	concrete	1	1
dose	konkret	dose	NN	Jever	1592	FALSE	0		0	1	concrete	1	1
dotengellt	konkret	dotengeld	NN	Bamberg	1628	FALSE	1		1	3	concrete	1	1
Drache	menschlich	drache	NN	Georgenthal	1597	TRUE	1		0	1	animate	2	4
Drachen	übermenschlich Teufel	drache	NN	Georgenthal	1597	TRUE	1		0	1	animate	2	4
Drache	übermenschlich Teufel	drache	NN	Georgenthal	1597	TRUE	1		0	1	animate	2	4
Trachen	übermenschlich Teufel	drache	NN	Rosenburg	1618	TRUE	1		0	2	animate	2	4
drey	menschlich	drei	NN	Riedlingen	1596	FALSE	0		0	1	animate	2	2
dreyfaltigkeitt	übermenschlich positiv	dreifaltigkeit	NN	Stralsund	1630	FALSE	1		0	3	animate	2	1
dritt	abstrakt	dritte	NN	Günzburg	1613	FALSE	0		0	2	abstract	0	3
dritten	abstrakt	dritte	NN	Riedlingen	1596	FALSE	0		0	1	abstract	0	3
dritte	abstrakt	dritte	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	3
eckh	konkret	eck	NN	München	1600	FALSE	1		0	1	concrete	1	1
Eggen	konkret	egge	NN	Alme	1630	TRUE	0		0	3	concrete	1	2
eggen	konkret	egge	NN	Alme	1630	FALSE	0		0	3	concrete	1	2
Ehe	abstrakt	ehe	NN	Gaugrehweiler	1610	TRUE	0		0	2	abstract	0	1
eheman	menschlich	ehemann	NN	Güstrow	1615	FALSE	1	n	1	2	animate	4	3
eheman	menschlich	ehemann	NN	Jever	1592	FALSE	0	n	1	1	animate	4	3
Ehemanne	menschlich	ehemann	NN	Ostrau	1628	TRUE	1	n	1	3	animate	4	3
Aydt	abstrakt	eid	NN	Günzburg	1613	TRUE	0		0	2	abstract	0	4
Aydts	abstrakt	eid	NN	Günzburg	1613	TRUE	0		0	2	abstract	0	4
Eydt	abstrakt	eid	NN	Hamm	1592	TRUE	0		0	1	abstract	0	4
Ayd	abstrakt	eid	NN	Riedlingen	1596	TRUE	0		0	1	abstract	0	4
eigenn	abstrakt	eigen	NN	Jever	1592	FALSE	0		0	1	abstract	0	1
einen	menschlich	ein	NN	Schweinfurt	1616	FALSE	1		0	2	animate	2	1
Inholde	abstrakt	einhalten	NN	Meldorf	1618	TRUE	0		0	2	abstract	0	1
eins	abstrakt	eins	NN	Hamm	1592	FALSE	0		0	1	abstract	0	1
In- wohners	menschlich	einwohner	NN	Schweinfurt	1616	TRUE	1	n	0	2	animate	4	1
Eiserwerck	konkret	eisenwerk	NN	Perleberg	1588	TRUE	1		1	1	concrete	1	1
Elben	menschlich	elb	NN	Ostrau	1628	TRUE	1		0	3	animate	2	9
Elben	menschlich	elb	NN	Ostrau	1628	TRUE	1		0	3	animate	2	9
Elben	menschlich	elb	NN	Ostrau	1628	TRUE	1		0	3	animate	2	9
Elben	menschlich	elb	NN	Ostrau	1628	TRUE	1		0	3	animate	2	9
Elben	menschlich	elb	NN	Ostrau	1628	TRUE	1		0	3	animate	2	9
Elben	menschlich	elb	NN	Ostrau	1628	TRUE	1		0	3	animate	2	9
Elben	menschlich	elb	NN	Ostrau	1628	TRUE	1		0	3	animate	2	9
Elben	menschlich	elb	NN	Ostrau	1628	TRUE	1		0	3	animate	2	9
Elben	menschlich	elb	NN	Ostrau	1628	TRUE	1		0	3	animate	2	9
Ailfften	abstrakt	elftens	NN	Riedlingen	1596	TRUE	0		0	1	abstract	0	1
Eln	abstrakt Maß	elle	NN	Schweinfurt	1616	TRUE	1		0	2	abstract	0	2
Eln	abstrakt Maß	elle	NN	Schweinfurt	1616	TRUE	1		0	2	abstract	0	2
ellebogenn	konkret Körperteil	ellenboge	NN	Jever	1592	FALSE	0		0	1	concrete	1	1
Endte	abstrakt	ende	NN	Bamberg	1628	TRUE	1		0	3	abstract	0	8
ende	abstrakt	ende	NN	Georgenthal	1597	FALSE	1		0	1	abstract	0	8
endt	abstrakt	ende	NN	Georgenthal	1597	FALSE	1		0	1	abstract	0	8
ende	abstrakt	ende	NN	Günzburg	1613	FALSE	0		0	2	abstract	0	8
ende	abstrakt	ende	NN	Günzburg	1613	FALSE	0		0	2	abstract	0	8
endt	abstrakt	ende	NN	Hamm	1592	FALSE	0		0	1	abstract	0	8
Ende	abstrakt	ende	NN	Schweinfurt	1616	TRUE	1		0	2	abstract	0	8
ende	abstrakt	ende	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	8
Encken	menschlich	enke	NB	Rosenburg	1618	TRUE	1		0	2	animate	2	3
Encke	menschlich	enke	NB	Rosenburg	1618	TRUE	1		0	2	animate	2	3
Encke	menschlich	enke	NB	Rosenburg	1618	TRUE	1		0	2	animate	2	3
erachtens	abstrakt	erachten	NN	Hamm	1592	FALSE	0		0	1	abstract	0	1
erffal	abstrakt	erbfall	NN	Meldorf	1618	FALSE	0		0	2	abstract	0	1
Erden	konkret	erde	NN	Gaugrehweiler	1610	TRUE	0		0	2	concrete	1	9
erden	konkret	erde	NN	Güstrow	1615	FALSE	1		0	2	concrete	1	9
Erden	konkret	erde	NN	Hamm	1592	TRUE	0		0	1	concrete	1	9
Erdt	konkret	erde	NN	Hamm	1592	TRUE	0		0	1	concrete	1	9
erde	konkret	erde	NN	Jever	1592	FALSE	0		0	1	concrete	1	9
Erden	konkret	erde	NN	Lemberg	1630	TRUE	0		0	3	concrete	1	9
erde	konkret	erde	NN	Meldorf	1618	FALSE	0		0	2	concrete	1	9
Erden	konkret	erde	NN	Riedlingen	1596	TRUE	0		0	1	concrete	1	9
Erden	konkret	erde	NN	Schweinfurt	1616	TRUE	1		0	2	concrete	1	9
Erdtleute	menschlich	erdleute	NN	Perleberg	1588	TRUE	1		1	1	animate	2	1
Erdreich	konkret	erdreich	NN	München	1600	TRUE	1		1	1	concrete	1	1
erfarunngh	abstrakt	erfahrung	NN	Hamm	1592	FALSE	0		0	1	abstract	0	1
erInnerung	abstrakt	erinnerung	NN	Günzburg	1613	FALSE	0		0	2	abstract	0	1
Erkhendtnuß	abstrakt	erkenntnis	NN	Hamm	1592	TRUE	0		0	1	abstract	0	5
erkhendtnuß	abstrakt	erkenntnis	NN	Hamm	1592	FALSE	0		0	1	abstract	0	5
erkentenuße	abstrakt	erkenntnis	NN	Meldorf	1618	FALSE	0		0	2	abstract	0	5
erkändtnuß	abstrakt	erkenntnis	NN	Rosenburg	1618	FALSE	1		0	2	abstract	0	5
erkhundigung	abstrakt	erkundigung	NN	Günzburg	1613	FALSE	0		0	2	abstract	0	1
erlöeser	übermenschlich positiv	erlöser	NN	Bamberg	1628	FALSE	1	n	0	3	animate	4	1
ernst	abstrakt	ernst	NN	Günzburg	1613	FALSE	0		0	2	abstract	0	3
ernst	abstrakt	ernst	NN	München	1600	FALSE	1		0	1	abstract	0	3
ernst	abstrakt	ernst	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	3
Erndte	abstrakt	ernte	NN	Güstrow	1615	TRUE	1		0	2	abstract	0	1
erst	abstrakt	erst	NN	Jever	1592	FALSE	0		0	1	abstract	0	1
erstattung	abstrakt	erstattung	NN	Güstrow	1615	FALSE	1		0	2	abstract	0	1
exempell	abstrakt	exempel	NN	Meldorf	1618	FALSE	0		0	2	abstract	0	2
Exempel	abstrakt	exempel	NN	Riedlingen	1596	TRUE	0		0	1	abstract	0	2
fane	konkret	fahne	NN	Alme	1630	FALSE	0		0	3	concrete	1	1
Fendlein	konkret	fähnlein	NN	Jever	1592	TRUE	0		0	1	concrete	1	1
fall	abstrakt	fall	NN	Hamm	1592	FALSE	0		0	1	abstract	0	1
fallung	abstrakt	fallung	NN	Lemberg	1630	FALSE	0		0	3	abstract	0	1
farbe	abstrakt	farbe	NN	Güstrow	1615	FALSE	1		0	2	abstract	0	2
farben	abstrakt	farbe	NN	Jever	1592	FALSE	0		0	1	abstract	0	2
Faß	konkret	fasz	NN	Georgenthal	1597	TRUE	1		0	1	concrete	1	1
feder	konkret	feder	NN	Georgenthal	1597	FALSE	1		0	1	concrete	1	3
feddern	konkret	feder	NN	Jever	1592	FALSE	0		0	1	concrete	1	3
feder	konkret	feder	NN	Riedlingen	1596	FALSE	0		0	1	concrete	1	3
feindt	übermenschlich Teufel	feind	NN	Baden-Baden	1628	FALSE	0	n	0	3	animate	4	13
feindt	übermenschlich Teufel	feind	NN	Bamberg	1628	FALSE	1	n	0	3	animate	4	13
feindt	übermenschlich Teufel	feind	NN	Günzburg	1613	FALSE	0	n	0	2	animate	4	13
feindt	übermenschlich Teufel	feind	NN	Hamm	1592	FALSE	0	n	0	1	animate	4	13
feindtt	übermenschlich Teufel	feind	NN	Lemberg	1630	FALSE	0	n	0	3	animate	4	13
feindt	übermenschlich Teufel	feind	NN	Lemberg	1630	FALSE	0	n	0	3	animate	4	13
Feindt	übermenschlich Teufel	feind	NN	Lemberg	1630	TRUE	0	n	0	3	animate	4	13
feind	übermenschlich Teufel	feind	NN	Riedlingen	1596	FALSE	0	n	0	1	animate	4	13
feind	übermenschlich Teufel	feind	NN	Riedlingen	1596	FALSE	0	n	0	1	animate	4	13
feind	übermenschlich Teufel	feind	NN	Riedlingen	1596	FALSE	0	n	0	1	animate	4	13
feindt	übermenschlich Teufel	feind	NN	Riedlingen	1596	FALSE	0	n	0	1	animate	4	13
feindts	übermenschlich Teufel	feind	NN	Riedlingen	1596	FALSE	0	n	0	1	animate	4	13
feindt	übermenschlich Teufel	feind	NN	Riedlingen	1596	FALSE	0	n	0	1	animate	4	13
feldt	konkret Ort	feld	NN	Güstrow	1615	FALSE	1		0	2	concrete	1	4
felde	konkret Ort	feld	NN	Meldorf	1618	FALSE	0		0	2	concrete	1	4
felde	konkret Ort	feld	NN	Meldorf	1618	FALSE	0		0	2	concrete	1	4
felde	konkret Ort	feld	NN	Perleberg	1588	FALSE	1		0	1	concrete	1	4
Feldthüetter	menschlich	feldhüter	NB	München	1600	TRUE	1	n	1	1	animate	4	1
feldt- marcke	konkret	feldmark	NN	Güstrow	1615	FALSE	1		1	2	concrete	1	3
feldtmarcke	konkret	feldmark	NN	Perleberg	1588	FALSE	1		1	1	concrete	1	3
feldtmarcken	konkret	feldmark	NN	Perleberg	1588	FALSE	1		1	1	concrete	1	3
fenster	konkret	fenster	NN	Alme	1630	FALSE	0		0	3	concrete	1	1
fercken	tierisch	ferkel	NN	Alme	1630	FALSE	0		0	3	animate	2	3
fercken	tierisch	ferkel	NN	Alme	1630	FALSE	0		0	3	animate	2	3
ferchen	tierisch	ferkel	NN	Perleberg	1588	FALSE	1		0	1	animate	2	3
feuwer	konkret	feuer	NN	Hamm	1592	FALSE	0		0	1	concrete	1	16
feuwer	konkret	feuer	NN	Hamm	1592	FALSE	0		0	1	concrete	1	16
feuwer	konkret	feuer	NN	Hamm	1592	FALSE	0		0	1	concrete	1	16
Fewer	konkret	feuer	NN	Lemberg	1630	TRUE	0		0	3	concrete	1	16
Fewer	konkret	feuer	NN	Lemberg	1630	TRUE	0		0	3	concrete	1	16
fuere	konkret	feuer	NN	Meldorf	1618	FALSE	0		0	2	concrete	1	16
Feur	konkret	feuer	NN	Riedlingen	1596	TRUE	0		0	1	concrete	1	16
fewers	konkret	feuer	NN	Rosenburg	1618	FALSE	1		0	2	concrete	1	16
Feur	konkret	feuer	NN	Rosenburg	1618	TRUE	1		0	2	concrete	1	16
fewer	konkret	feuer	NN	Rosenburg	1618	FALSE	1		0	2	concrete	1	16
fewer	konkret	feuer	NN	Rosenburg	1618	FALSE	1		0	2	concrete	1	16
feyer	konkret	feuer	NN	Rosenburg	1618	FALSE	1		0	2	concrete	1	16
fewer	konkret	feuer	NN	Rosenburg	1618	FALSE	1		0	2	concrete	1	16
Feuer	konkret	feuer	NN	Rosenburg	1618	TRUE	1		0	2	concrete	1	16
fewr	konkret	feuer	NN	Stralsund	1630	FALSE	1		0	3	concrete	1	16
fewr	konkret	feuer	NN	Stralsund	1630	FALSE	1		0	3	concrete	1	16
Fieber	abstrakt	fieber	NN	Rosenburg	1618	TRUE	1		0	2	abstract	0	1
fingerl	konkret Körperteil	finger	NN	München	1600	FALSE	1		0	1	concrete	1	1
flaisch	konkret	fleisch	NN	Baden-Baden	1628	FALSE	0		0	3	concrete	1	7
Fleisch	konkret	fleisch	NN	Lemberg	1630	TRUE	0		0	3	concrete	1	7
fleisch	konkret	fleisch	NN	Meldorf	1618	FALSE	0		0	2	concrete	1	7
fleische	konkret	fleisch	NN	Meldorf	1618	FALSE	0		0	2	concrete	1	7
fleisch	konkret Kollektivum	fleisch	NN	Ostrau	1628	FALSE	1		0	3	concrete	1	7
fleisch	konkret	fleisch	NN	Perleberg	1588	FALSE	1		0	1	concrete	1	7
fleisch	konkret Körperteil	fleisch	NN	Stralsund	1630	FALSE	1		0	3	concrete	1	7
fleiß	abstrakt	fleisz	NN	Jever	1592	FALSE	0		0	1	abstract	0	2
fleiß	abstrakt	fleisz	NN	Ostrau	1628	FALSE	1		0	3	abstract	0	2
fleder	konkret	flieder	NN	Stralsund	1630	FALSE	1		0	3	concrete	1	1
floren	abstrakt Maß	flora	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	2
floren	abstrakt Maß	flora	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	2
floren	abstrakt Maß	floren	NN	Georgenthal	1597	FALSE	1		0	1	abstract	0	5
floren	abstrakt Maß	floren	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	5
floren	abstrakt Maß	floren	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	5
floren	abstrakt Maß	floren	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	5
floren	abstrakt Maß	floren	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	5
Flucht	abstrakt	flucht	NN	Alme	1630	TRUE	0		0	3	abstract	0	1
folg	abstrakt	folge	NN	Lemberg	1630	FALSE	0		0	3	abstract	0	1
Folter	abstrakt	folter	NN	Baden-Baden	1628	TRUE	0		0	3	abstract	0	6
Folter	abstrakt	folter	NN	Baden-Baden	1628	TRUE	0		0	3	abstract	0	6
folter	abstrakt	folter	NN	Hamm	1592	FALSE	0		0	1	abstract	0	6
foltter	abstrakt	folter	NN	Lemberg	1630	FALSE	0		0	3	abstract	0	6
foltter	abstrakt	folter	NN	Lemberg	1630	FALSE	0		0	3	abstract	0	6
folter	abstrakt	folter	NN	Lemberg	1630	FALSE	0		0	3	abstract	0	6
folter	abstrakt	foltern	NN	Alme	1630	FALSE	0		0	3	abstract	0	1
fragen	abstrakt	frage	NN	Perleberg	1588	FALSE	1		0	1	abstract	0	1
fragen	abstrakt	fragen	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	2
fragstuekh	abstrakt	fragstück	NN	München	1600	FALSE	1		1	1	abstract	0	1
frauw	menschlich	frau	NN	Alme	1630	FALSE	0	j	0	3	animate	3	70
frauwen	menschlich	frau	NN	Alme	1630	FALSE	0	j	0	3	animate	3	70
frauwen	menschlich	frau	NN	Alme	1630	FALSE	0	j	0	3	animate	3	70
frauw	menschlich	frau	NN	Alme	1630	FALSE	0	j	0	3	animate	3	70
frauw	menschlich	frau	NN	Alme	1630	FALSE	0	j	0	3	animate	3	70
fraw	menschlich	frau	NN	Bamberg	1628	FALSE	1	j	0	3	animate	3	70
fraw	menschlich	frau	NN	Bamberg	1628	FALSE	1	j	0	3	animate	3	70
fraw	menschlich	frau	NN	Bamberg	1628	FALSE	1	j	0	3	animate	3	70
fraw	menschlich	frau	NN	Bamberg	1628	FALSE	1	j	0	3	animate	3	70
fraw	menschlich	frau	NN	Bamberg	1628	FALSE	1	j	0	3	animate	3	70
fraw	menschlich	frau	NN	Bamberg	1628	FALSE	1	j	0	3	animate	3	70
fraw	menschlich	frau	NN	Bamberg	1628	FALSE	1	j	0	3	animate	3	70
fraw	menschlich	frau	NN	Bamberg	1628	FALSE	1	j	0	3	animate	3	70
fraw	menschlich	frau	NN	Bamberg	1628	FALSE	1	j	0	3	animate	3	70
fraw	menschlich	frau	NN	Bamberg	1628	FALSE	1	j	0	3	animate	3	70
fraw	menschlich	frau	NN	Bamberg	1628	FALSE	1	j	0	3	animate	3	70
fraw	menschlich	frau	NN	Bamberg	1628	FALSE	1	j	0	3	animate	3	70
frawen	menschlich	frau	NN	Georgenthal	1597	FALSE	1	j	0	1	animate	3	70
fraw	menschlich	frau	NN	Güstrow	1615	FALSE	1	j	0	2	animate	3	70
